,WQ,nvar,var,random_state,r2,rmse,mae,smape,r2_test,rmse_test,mae_test,smape_test
1,Chla,9,"['TB_B2B3B4', 'LH_B3B4B5', 'B11_3', 'B12_3', 'B11_2', 'NR_B12B2', 'B12_2', 'LH_B7B8AB11', 'NR_B1B12']",1,0.24887718260288239,3.3677309177031276,2.4183891555010266,0.8188141582050792,0.5636627078056335,4.752343648305864,3.0701878604242356,0.9123803997308025
2,Chla,9,"['TB_B2B3B4', 'LH_B3B4B5', 'B11_3', 'B11_2', 'B8A_3', 'B8A_2', 'B12_3', 'B12_2', 'B11']",1,0.5071916580200195,4.398411525205231,2.8442890617133534,0.8747763535975656,0.8211244940757751,5.594232048766803,4.020517262765917,1.030976588974909
3,Chla,9,"['TB_B2B3B4', 'LH_B3B4B5', 'LH_B7B8AB11', 'B8A_3', 'NR_B2B3', 'B2', 'LH_B1B2B3', 'B4_3', 'B8A_2']",1,0.542033851146698,4.124929765586321,2.645125205031896,0.8465583902435241,0.17255441844463348,2.497151459727624,2.0155116178221624,0.7398618644308242
4,Chla,9,"['TB_B2B3B4', 'LH_B3B4B5', 'B8A_3', 'LH_B1B2B3', 'NR_B2B3', 'B2', 'LH_B7B8AB11', 'B8A_2', 'B2_2']",1,0.36466604471206665,3.1991862097013395,2.293481236797268,0.7924679778108323,0.679254412651062,4.016162938178478,1.9584433684914802,0.5445601199666524
0,Chla,10,"['TB_B2B3B4', 'LH_B3B4B5', 'LH_B7B8AB11', 'B11_3', 'B12_3', 'NR_B2B3', 'B11_2', 'B12_2', 'B8A_3', 'NR_B2B4']",1,0.4921776354312897,6.152905484983744,3.4948980929487847,0.9516800293453263,0.13252709805965424,3.0907232174350425,2.333648638806101,0.79307015656688
1,Chla,10,"['TB_B2B3B4', 'LH_B3B4B5', 'B11_3', 'B12_3', 'B11_2', 'NR_B12B2', 'B12_2', 'LH_B7B8AB11', 'NR_B1B12', 'B8A_3']",1,0.2813194692134857,3.5460942510259326,2.487740850852708,0.822768606637374,0.5769843459129333,4.644002456688689,3.0063824540477686,0.9113972144907013
2,Chla,10,"['TB_B2B3B4', 'LH_B3B4B5', 'B11_3', 'B11_2', 'B8A_3', 'B8A_2', 'B12_3', 'B12_2', 'B11', 'NR_B12B2']",1,0.4204329252243042,4.039181715150957,2.7817542849287475,0.8712296052047772,0.4080990254878998,3.8170358822869717,2.929491296056974,0.9491594855837295
3,Chla,10,"['TB_B2B3B4', 'LH_B3B4B5', 'LH_B7B8AB11', 'B8A_3', 'NR_B2B3', 'B2', 'LH_B1B2B3', 'B4_3', 'B8A_2', 'B2_2']",1,0.5739572048187256,4.214125692454449,2.73082722324436,0.861604652203824,0.18725427985191345,2.558482069636414,2.032492884134842,0.7390062429872319
4,Chla,10,"['TB_B2B3B4', 'LH_B3B4B5', 'B8A_3', 'LH_B1B2B3', 'NR_B2B3', 'B2', 'LH_B7B8AB11', 'B8A_2', 'B2_2', 'B4_3']",1,0.32569679617881775,3.0572514235908415,2.213236221701412,0.7840265524018412,0.6492223739624023,3.8148202516115397,1.8697235842882578,0.5315509600838445
0,Chla,11,"['TB_B2B3B4', 'LH_B3B4B5', 'LH_B7B8AB11', 'B11_3', 'B12_3', 'NR_B2B3', 'B11_2', 'B12_2', 'B8A_3', 'NR_B2B4', 'NR_B2B5']",1,0.7219760417938232,7.370838589643844,3.705802573996075,0.9677869631897641,0.13455556333065033,3.088225858070192,2.329667315240634,0.7926214954820525
1,Chla,11,"['TB_B2B3B4', 'LH_B3B4B5', 'B11_3', 'B12_3', 'B11_2', 'NR_B12B2', 'B12_2', 'LH_B7B8AB11', 'NR_B1B12', 'B8A_3', 'NR_B1B7']",1,0.1552494615316391,2.7400158154153647,2.201088506084377,0.8056822772503367,0.868486225605011,5.062119965528817,3.220659608356023,0.9249871917720267
2,Chla,11,"['TB_B2B3B4', 'LH_B3B4B5', 'B11_3', 'B11_2', 'B8A_3', 'B8A_2', 'B12_3', 'B12_2', 'B11', 'NR_B12B2', 'LH_B7B8AB11']",1,0.3987198770046234,3.7973399939908172,2.6597688607576875,0.8583106370661225,0.3650583028793335,3.7247127996492844,2.8409747802605065,0.9371226172579374
3,Chla,11,"['TB_B2B3B4', 'LH_B3B4B5', 'LH_B7B8AB11', 'B8A_3', 'NR_B2B3', 'B2', 'LH_B1B2B3', 'B4_3', 'B8A_2', 'B2_2', 'B11_2']",1,0.5804758667945862,4.251159595406388,2.6781913777529187,0.8503756253480932,0.16981342434883118,2.470526304499142,1.9989320884316653,0.7345506628000142
4,Chla,11,"['TB_B2B3B4', 'LH_B3B4B5', 'B8A_3', 'LH_B1B2B3', 'NR_B2B3', 'B2', 'LH_B7B8AB11', 'B8A_2', 'B2_2', 'B4_3', 'B1']",1,0.40652015805244446,3.3682279972844786,2.31707081649263,0.7916186456545995,0.6212149262428284,3.8536780210685833,1.9376199221206925,0.5395766677735885
0,Chla,12,"['TB_B2B3B4', 'LH_B3B4B5', 'LH_B7B8AB11', 'B11_3', 'B12_3', 'NR_B2B3', 'B11_2', 'B12_2', 'B8A_3', 'NR_B2B4', 'NR_B2B5', 'B4_2']",1,0.4627470374107361,5.93552743160552,3.559720225253348,0.9629757158571689,0.13442690670490265,3.1011741219719027,2.3451335325079454,0.7955977041689445
1,Chla,12,"['TB_B2B3B4', 'LH_B3B4B5', 'B11_3', 'B12_3', 'B11_2', 'NR_B12B2', 'B12_2', 'LH_B7B8AB11', 'NR_B1B12', 'B8A_3', 'NR_B1B7', 'B8A_2']",1,0.29547831416130066,3.6615114703857916,2.518262615446317,0.8252049373257743,0.5565181374549866,4.590571954864877,2.9810613179610943,0.9095623816499641
2,Chla,12,"['TB_B2B3B4', 'LH_B3B4B5', 'B11_3', 'B11_2', 'B8A_3', 'B8A_2', 'B12_3', 'B12_2', 'B11', 'NR_B12B2', 'LH_B7B8AB11', 'B4_3']",1,0.3455888032913208,3.677219372369187,2.633080555220782,0.8613900866545781,0.3663346767425537,3.751866324200414,2.827842757661464,0.9314137957875456
3,Chla,12,"['TB_B2B3B4', 'LH_B3B4B5', 'LH_B7B8AB11', 'B8A_3', 'NR_B2B3', 'B2', 'LH_B1B2B3', 'B4_3', 'B8A_2', 'B2_2', 'B11_2', 'B1']",1,0.6152412295341492,4.358530662189057,2.7654297533681835,0.8605894434855582,0.16161683201789856,2.396826667027964,1.9462258452076022,0.7296573608111186
4,Chla,12,"['TB_B2B3B4', 'LH_B3B4B5', 'B8A_3', 'LH_B1B2B3', 'NR_B2B3', 'B2', 'LH_B7B8AB11', 'B8A_2', 'B2_2', 'B4_3', 'B1', 'B11_2']",1,0.35816869139671326,3.1842732469437967,2.2650185607651534,0.7872273131873254,0.5972322225570679,3.7059269852163186,1.884388226169651,0.5331688264721316
0,SS,4,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3']",1,0.5812768340110779,2.213303194338185,1.9573970220856747,0.6061119299715902,1.096911907196045,2.386466738081465,1.8828499228267346,0.40922223952571257
1,SS,4,"['B3_2', 'Image_Year', 'B3_3', 'B2_3']",1,0.738444983959198,2.2655856305338977,1.9291455058728229,0.5049239800684573,10.800638198852539,7.698355128959731,4.887240133447163,0.532986651512813
2,SS,4,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2']",1,0.30846455693244934,3.3144232506042592,2.4572071549582617,0.47053898818443707,2.133213758468628,7.086239848476176,6.366119735523806,0.668900758209089
3,SS,4,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2']",1,0.4943869411945343,3.643072421563816,2.9142751338118216,0.49352220089138593,1.019026279449463,4.890308737875168,3.4450993311607228,0.4838079626648366
4,SS,4,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3']",1,0.42804136872291565,3.738367315800635,2.9215402444742495,0.48572535003377276,0.85567706823349,5.187326366724188,4.6884958202556035,0.8888647744578182
0,SS,5,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3', 'NR_B12B5']",1,0.6069486141204834,2.208572652502816,1.9481586173429326,0.6037255092012846,1.0654927492141724,2.3779610142300465,1.8702337111456921,0.40596941126576686
1,SS,5,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3']",1,0.757277250289917,2.2851445912317705,1.9456019078270859,0.5083758231224812,11.035368919372559,7.781560046280364,5.0111477641736055,0.5544709993088712
2,SS,5,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2', 'B5_3']",1,0.36843743920326233,3.509882447617377,2.5297543789707335,0.4746712911924691,1.5170552730560303,5.975845410727796,5.410636145381604,0.6098330795672994
3,SS,5,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2', 'B5_3']",1,0.5245175361633301,3.7324247574744147,2.9141390279187998,0.4914938481695314,0.9729161858558655,4.7746957650582305,3.27126433647285,0.4666677201065449
4,SS,5,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B4_2']",1,0.41449788212776184,3.700676726526346,2.8847482768559862,0.48294399974199964,0.9524083137512207,5.358481257966138,4.818312190750898,0.8978289215885178
0,SS,6,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3', 'NR_B12B5', 'NR_B12B7']",1,0.6336894631385803,2.2550364588055674,1.9736481537253168,0.6092312924217302,0.9890567064285278,2.3704498290333818,1.8797915862778487,0.40920410540480795
1,SS,6,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3', 'B2_2']",1,0.7624351382255554,2.261524499455472,1.9313647383350432,0.5057322832525019,11.412710189819336,7.913482406892376,5.261458240121098,0.6011106960792675
2,SS,6,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B5']",1,0.39245373010635376,3.5845984375136197,2.5724775017991575,0.47857259621033554,1.424839735031128,5.7913747970286495,5.281997190895727,0.6028789151021462
3,SS,6,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2', 'B5_3', 'B3']",1,0.5936903357505798,3.935544105071468,2.9778182344921564,0.49481222400795705,1.071128487586975,5.0066399607798,3.1852885634212167,0.45730776327515116
4,SS,6,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B4_2', 'B4_3']",1,0.4205593168735504,3.726354288236282,2.89763777781341,0.48372343385159094,0.9471193552017212,5.33966013483502,4.808886712284412,0.8975462217262489
0,SS,7,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3', 'NR_B12B5', 'NR_B12B7', 'NR_B12B6']",1,0.5357114672660828,2.1415290053245744,1.8726305258476126,0.5882144625215231,1.0141985416412354,2.380553187342771,1.8751367059804627,0.4069618537647548
1,SS,7,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3', 'B2_2', 'B3']",1,0.8280009627342224,2.2795573085333256,1.941034110925965,0.5075435282196277,11.4844970703125,7.93835440998692,5.255180923009323,0.5982952658222069
2,SS,7,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B5', 'B4_2']",1,0.3929612338542938,3.5766791204842723,2.5667673924548478,0.4781439161068661,1.6471513509750366,6.226806912462338,5.680176245155981,0.6296340296854077
3,SS,7,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2', 'B5_3', 'B3', 'B3_3']",1,0.5416236519813538,3.789633267917245,2.9719241219051815,0.4967238752746055,1.0228443145751953,4.906931862749648,3.328164579100527,0.47282026850325637
4,SS,7,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B4_2', 'B4_3', 'B5']",1,0.44065049290657043,3.7758671070259786,2.9336459958351266,0.48579219584546524,0.8933880925178528,5.132408319370595,4.648353615453688,0.8863103552762547
0,SS,8,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3', 'NR_B12B5', 'NR_B12B7', 'NR_B12B6', 'TB_B4B5B6']",1,0.5252816081047058,2.1469317004715336,1.8650925377667962,0.5873726200142585,1.2361819744110107,2.4027973222488863,1.8905132899850103,0.4099504511330416
1,SS,8,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3', 'B2_2', 'B3', 'B1_2']",1,0.7663483023643494,2.27495812807965,1.9395254224033673,0.507255812950191,11.914565086364746,8.085602303310933,5.4481020345526225,0.6343876322339321
2,SS,8,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B5', 'B4_2', 'B4']",1,0.3616696000099182,3.4674975629166815,2.5438944460981983,0.477999009423484,1.4504042863845825,5.843098228959474,5.2857616747839975,0.6008509361902165
3,SS,8,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2', 'B5_3', 'B3', 'B3_3', 'B4']",1,0.5654076337814331,3.8520640839901374,2.998414112753788,0.4986657677526914,1.0036174058914185,4.8824424401186235,3.2631578784877964,0.4664558609621782
4,SS,8,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B4_2', 'B4_3', 'B5', 'B4']",1,0.41205325722694397,3.6899834295140814,2.905539245928748,0.4844593286298944,0.9505699872970581,5.347689547265657,4.802378046714654,0.8966621046798833
0,SS,9,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3', 'NR_B12B5', 'NR_B12B7', 'NR_B12B6', 'TB_B4B5B6', 'NR_B12B8A']",1,0.5015583634376526,2.0996347735152083,1.8040849726078876,0.575215153601083,1.1143169403076172,2.4228836016290978,1.9233774831739525,0.4176052457686376
1,SS,9,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3', 'B2_2', 'B3', 'B1_2', 'LH_B5B6B7']",1,0.7207873463630676,2.240931162888029,1.900519426798416,0.49902319920017885,10.53293228149414,7.601184759018137,5.11866511167106,0.5827258713204471
