Date,Chla_Actual,Chla_Predicted,SS_Actual,SS_Predicted,Tur_Actual,Tur_Predicted
2019-04-25,1.0,2.9639830508474576,6.6,6.393220338983051,1.7,4.232627118644067
2019-04-25,2.4,2.9639830508474576,7.1,6.393220338983051,1.3,4.232627118644067
2019-08-08,0.9,2.9639830508474576,13.0,6.393220338983051,2.8,4.232627118644067
2019-08-08,0.9,2.9639830508474576,6.2,6.393220338983051,1.7,4.232627118644067
2019-08-08,1.4,2.9639830508474576,8.0,6.393220338983051,2.0,4.232627118644067
2019-08-08,1.3,2.9639830508474576,3.2,6.393220338983051,3.0,4.232627118644067
2019-08-08,1.6,2.9639830508474576,4.0,6.393220338983051,6.1,4.232627118644067
2019-08-08,1.1,2.9639830508474576,3.0,6.393220338983051,3.3,4.232627118644067
2019-09-07,4.1,3.1460605259444177,3.4,6.393220338983051,3.4,4.232627118644067
2019-09-07,3.2,3.2384024868848527,7.6,6.393220338983051,5.6,4.647460741531205
2019-09-07,0.9,3.021466256268049,4.0,6.393220338983051,3.5,4.232627118644067
2019-09-07,0.7,3.2442028864995986,4.3,6.393220338983051,4.2,4.232627118644067
2019-09-07,2.1,2.9639830508474576,2.0,6.393220338983051,2.2,4.232627118644067
2019-09-07,1.5,2.9639830508474576,2.8,6.808881622096166,2.8,4.344435207309893
2019-09-07,0.2,2.9639830508474576,3.8,7.37991882797422,3.5,5.300282152990979
2019-09-07,1.1,2.9639830508474576,2.2,6.9788338521463125,2.0,4.477234993063064
2019-09-17,1.3,2.9639830508474576,1.9,6.393220338983051,3.8,4.232627118644067
2019-09-17,2.1,2.9639830508474576,2.2,7.1841957661992355,3.2,4.547400217202206
2019-09-17,2.2,2.9639830508474576,7.3,6.393220338983051,19.2,4.7804385936784115
2019-09-17,1.7,2.9639830508474576,7.9,6.393220338983051,4.8,4.232627118644067
2019-09-22,1.8,2.9639830508474576,3.5,6.393220338983051,19.1,4.232627118644067
2019-09-22,1.5,2.9639830508474576,6.9,6.393220338983051,11.1,4.355312610746963
2019-09-22,1.9,2.9639830508474576,6.4,6.393220338983051,6.0,4.243565324254733
2019-09-22,1.9,2.9639830508474576,7.3,6.393220338983051,12.7,4.491351416207308
2019-09-22,1.7,3.498015741505504,4.8,7.387654473221456,26.2,6.065226749712666
2019-09-22,2.4,2.9639830508474576,3.6,6.393220338983051,2.8,4.232627118644067
2019-10-02,2.3,2.9639830508474576,7.6,6.588925434730692,6.1,5.103299488270927
2019-10-02,0.5,2.9639830508474576,3.1,6.393220338983051,1.6,4.232627118644067
2019-10-02,1.2,2.9639830508474576,3.0,6.393220338983051,2.1,4.232627118644067
2019-10-02,1.4,2.9639830508474576,2.6,6.393220338983051,2.0,4.232627118644067
2019-10-02,1.7,2.9639830508474576,2.2,6.393220338983051,3.6,4.232627118644067
