,Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L,Image_date,Date_compare,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,n
5528,Western Buffer,WM1,2016-01-07,1,Surface Water,1.6,0.07,1.4,95,7.2,18,37.0,0.14,0.02,0.01,7.6,0.2,31.8,6.0,1.0,1.2,19.9,0.24,0.18,0.34,0.03,2.7,0.0,0.6,2016-01-01,6 days,0.039869690396698666,0.04510881262826681,0.040146840423372326,0.017701679034584736,0.014119091803061798,0.012832791905687629,0.01230773714454696,0.008095733277121923,0.009136971768826687,-0.0009441486928586098,-7.208596270101251e-05,73
2972,Southern,SM10,2016-01-08,1,Surface Water,1.2,0.1,3.4,99,7.4,1,1.0,0.24,0.03,0.02,7.6,0.6,31.1,3.0,1.2,2.2,20.6,0.37,0.43,0.7,0.04,2.6,0.0,1.0,2016-01-01,7 days,0.039091259285632986,0.04904246329554445,0.048263408628340665,0.019403692223915248,0.015312853463648758,0.014428777325283615,0.014026638146881744,0.009813714040134966,0.012020206714292485,-0.0009170981852317993,-8.279047644246393e-05,73
3040,Southern,SM11,2016-01-08,1,Surface Water,0.8,0.09,4.3,98,7.4,1,1.0,0.23,0.03,0.02,7.6,0.9,31.3,4.0,1.0,2.4,20.5,0.35,0.55,0.81,0.04,2.6,0.0,1.2,2016-01-01,7 days,0.038656667218888635,0.050349915058010765,0.05139835015402936,0.01913823440817564,0.015949545667674828,0.011464271154142761,0.010898144349234185,0.008104519368019862,0.009131259386698395,-0.0016533346397775385,-0.0013017297272156273,73
3108,Southern,SM12,2016-01-08,1,Surface Water,1.0,0.09,5.2,89,6.7,49,57.0,0.2,0.03,0.02,7.6,0.8,31.4,4.0,0.94,2.9,20.3,0.32,0.72,0.95,0.04,3.0,0.0,1.0,2016-01-01,7 days,0.04943769525630591,0.0605867711605133,0.06795286334326223,0.03286814041975151,0.023720138097724466,0.014193095905069264,0.014448917743244728,0.009665896522284579,0.010144100726997122,-0.0013476504977561585,-0.0010234699955184493,73
3516,Southern,SM20,2016-01-08,1,Surface Water,0.9,0.03,3.5,81,6.1,1,1.0,0.14,0.03,0.01,7.7,0.2,31.7,4.5,0.92,2.4,20.0,0.2,0.57,0.74,0.03,3.2,0.0,0.7,2016-01-01,7 days,0.047119638360969794,0.057831916831074706,0.056345519969428784,0.022819093378042762,0.01601519218005923,0.010975566175534501,0.011940278537713806,0.00651016217660895,0.0073350799593448444,-0.0008042704174906204,-0.00020036048641872533,73
3176,Southern,SM13,2016-01-08,1,Surface Water,0.8,0.07,2.5,90,6.7,7,18.0,0.16,0.03,0.01,7.6,0.9,31.6,4.0,1.0,1.9,20.4,0.26,0.34,0.53,0.03,2.9,0.0,0.7,2016-01-01,7 days,0.05055781712233893,0.06453396172866976,0.06859023393526217,0.031107251649191786,0.022634856573310387,0.012068291552033233,0.011545104213098553,0.007481507442943292,0.008272767097202342,-0.0017349794841235026,-0.00040959572266592185,73
3244,Southern,SM17,2016-01-08,1,Surface Water,0.5,0.02,1.3,90,6.8,1,2.0,0.12,0.02,0.01,7.7,0.3,31.9,4.0,0.93,1.2,20.0,0.17,0.37,0.51,0.03,2.7,0.0,0.5,2016-01-01,7 days,0.05598649029567767,0.06805499576079892,0.06837435235506374,0.029327751878781186,0.02088353812642559,0.012315028558488266,0.01177276270268176,0.007103148857644559,0.008850501037906128,9.99383495809484e-05,0.00030979137594956837,73
288,Deep Bay,DM5,2016-01-11,1,Surface Water,0.4,0.27,2.8,77,6.0,110,160.0,0.56,0.08,0.04,8.2,0.8,26.7,2.0,2.5,4.6,20.0,0.91,0.57,1.21,0.11,2.6,0.01,1.6,2016-01-01,10 days,0.061443840831509014,0.06590295473435596,0.06570305523795543,0.031472221771589134,0.02426220865405523,0.018601523553070636,0.017530703264759754,0.010724815407626742,0.013167911932233422,0.0008241623713632516,0.0009556271164290401,73
12,Deep Bay,DM1,2016-01-11,1,Surface Water,2.8,1.6,20.0,68,5.6,8100,11000.0,0.66,0.31,0.2,7.8,6.4,18.6,1.5,3.0,25.0,19.4,2.57,3.1,4.07,0.33,15.1,0.03,4.7,2016-01-01,10 days,0.07728293062764421,0.07988115681013629,0.09647844461904982,0.0845515265462957,0.08657393827255326,0.057276052851805266,0.05784629400667103,0.04588084334830807,0.044033641716511605,0.010375691861530832,0.00834389537123892,73
220,Deep Bay,DM4,2016-01-11,1,Surface Water,0.5,0.31,1.9,79,6.3,440,540.0,0.74,0.09,0.05,8.2,0.2,24.6,2.0,3.4,5.6,19.9,1.14,0.55,1.38,0.11,3.2,0.01,1.5,2016-01-01,10 days,0.06989172522282754,0.07440177598807063,0.08643114745969706,0.05296391860798725,0.044497942910625435,0.03533293905510377,0.03365615035485739,0.024545321372607877,0.027248102752963646,0.01049453611347516,0.006117071978924441,73
1732,North Western,NM1,2016-01-13,1,Surface Water,0.8,0.16,3.9,92,7.0,35,88.0,0.25,0.03,0.01,8.2,1.0,30.4,2.8,0.92,10.0,19.7,0.44,0.45,0.73,0.05,2.0,0.01,1.6,2016-01-01,12 days,0.04618725382807335,0.05475561102685269,0.05270900519833802,0.024503277218047216,0.020113369130216354,0.015717036814603378,0.01643684077646267,0.011552813842079353,0.012658893849916914,-3.8305206208521294e-05,-0.0006695932583609903,73
1800,North Western,NM2,2016-01-13,1,Surface Water,0.7,0.16,6.7,94,7.2,33,65.0,0.3,0.04,0.01,8.3,0.7,29.6,2.4,1.1,9.4,19.6,0.5,0.51,0.85,0.06,1.8,0.01,1.8,2016-01-01,12 days,0.05824454644928256,0.06669416012066179,0.06317342515594764,0.03195073229542753,0.026751083244587658,0.021943540055592996,0.02139014251928969,0.014317633379234024,0.016004918437529544,0.0014099148692265845,-0.0005281621222102984,73
1868,North Western,NM3,2016-01-13,1,Surface Water,0.6,0.17,2.2,96,7.4,370,450.0,0.34,0.05,0.01,8.4,0.3,29.2,2.1,1.3,8.0,19.7,0.56,0.46,0.85,0.05,1.6,0.01,1.8,2016-01-01,12 days,0.05384326421343209,0.06419156823293974,0.062366551209999906,0.028772286174356853,0.022247850037052354,0.017556012495260453,0.016195997436458328,0.011011707605170085,0.012610440347400642,0.00043155402946996516,0.0009677421727970092,73
2076,North Western,NM8,2016-01-13,1,Surface Water,0.1,0.09,5.3,100,7.7,1,1.0,0.24,0.03,0.01,7.9,0.8,29.9,1.5,1.0,20.0,19.3,0.36,0.76,1.03,0.04,4.4,0.0,3.5,2016-01-01,12 days,0.05651107759293605,0.06726463338979335,0.07096218403236217,0.03508328604662486,0.028049600941137405,0.02042046679746067,0.019223918308755007,0.014157309925870432,0.01606688923644468,0.00233370592361788,0.0017472005728725872,73
2008,North Western,NM6,2016-01-13,1,Surface Water,0.4,0.18,4.1,93,7.2,68,110.0,0.37,0.05,0.02,7.8,1.1,28.7,1.5,1.5,18.0,19.5,0.6,0.45,0.87,0.12,3.8,0.0,2.7,2016-01-01,12 days,0.04961555090083537,0.059720405748742225,0.06070668542927229,0.027505316701240345,0.02159920966449653,0.017299548047037216,0.014900800052666176,0.010347825263773678,0.011779864181427933,-0.00011220570165051326,0.0005281969247882692,73
4067,Tolo Harbour and Channel,TM2,2016-01-14,1,Surface Water,6.6,0.15,41.0,102,8.0,8,56.0,0.03,0.0,0.0,7.9,3.2,29.0,3.0,1.8,3.9,18.7,0.18,0.57,0.6,0.05,3.6,0.0,3.2,2016-01-01,13 days,0.023792056013012153,0.025696236347189594,0.030121627762904255,0.016320833380847194,0.015545608440166675,0.015478313829670695,0.017522745229445566,0.011937628221242828,0.013857761082265963,0.0002595419257069419,0.0007532345542177397,73
4207,Tolo Harbour and Channel,TM4,2016-01-14,1,Surface Water,4.0,0.08,16.0,116,9.0,6,38.0,0.0,0.0,0.01,8.0,0.9,30.1,3.0,1.5,2.0,18.9,0.09,0.4,0.4,0.03,3.2,0.0,1.6,2016-01-01,13 days,0.023775045016294453,0.024013741424873968,0.02507597930591661,0.012487590362114963,0.010523392058431284,0.009722751510503747,0.010048997298404434,0.004994858343224926,0.007608250982849355,-0.002355899963358224,-0.0010068471338130008,73
4343,Tolo Harbour and Channel,TM6,2016-01-14,1,Surface Water,5.7,0.1,45.0,121,9.2,1,1.0,0.01,0.0,0.01,7.9,2.7,31.4,2.5,1.1,2.9,19.3,0.1,0.58,0.59,0.04,3.1,0.0,2.9,2016-01-01,13 days,0.023141890234223937,0.02310177205386607,0.02307108971094812,0.011455863155769117,0.009457939732754814,0.009128867041237417,0.0093142130802254,0.005552517482268259,0.00824096514840475,-0.0018128440993302043,-0.0011718096334902644,73
4479,Tolo Harbour and Channel,TM8,2016-01-14,1,Surface Water,1.7,0.05,8.5,94,7.2,1,1.0,0.03,0.0,0.01,7.7,0.9,31.8,3.5,0.62,1.5,19.1,0.08,0.23,0.26,0.02,2.8,0.0,0.9,2016-01-01,13 days,0.02178335770046688,0.020760576257250137,0.020278440664337604,0.011157281448048822,0.010002564996256161,0.011825069397075614,0.010743702543439817,0.007396284709961174,0.009257066516943644,-0.001909941230525514,-0.0001628572923091604,73
4275,Tolo Harbour and Channel,TM5,2016-01-14,1,Surface Water,3.4,0.05,17.0,109,8.3,4,8.0,0.0,0.0,0.0,7.9,0.5,31.3,2.0,1.3,3.9,19.4,0.06,0.38,0.38,0.02,3.9,0.0,2.4,2016-01-01,13 days,0.028187442064536085,0.030414680678547305,0.03511761274881456,0.015548089836529,0.01284330685544071,0.012676667893523145,0.013214767463808879,0.009381885958197302,0.009814344385034214,-0.0018295128121696013,-0.0018579937036030832,73
4411,Tolo Harbour and Channel,TM7,2016-01-14,1,Surface Water,3.8,0.06,27.0,111,8.5,1,1.0,0.0,0.0,0.01,7.8,1.3,31.6,2.5,0.9,2.3,19.3,0.06,0.49,0.49,0.03,2.9,0.0,2.0,2016-01-01,13 days,0.024052753498678768,0.023491601509279904,0.02468830880786238,0.013187093312619582,0.011824698764728652,0.010430916856261808,0.010234672826660315,0.006232943568575645,0.007458896670090385,-0.0016874407768210638,-0.0011233468254964938,73
4135,Tolo Harbour and Channel,TM3,2016-01-14,1,Surface Water,5.0,0.12,21.0,118,9.2,60,100.0,0.0,0.0,0.01,8.1,0.9,29.8,2.5,1.6,2.6,19.0,0.12,0.5,0.5,0.04,3.3,0.0,2.4,2016-01-01,13 days,0.024566248153031944,0.024876693371198924,0.025810267961244155,0.012982166028914647,0.0111654126730267,0.011332564771091819,0.01158303712159632,0.008043438094643744,0.009532565106039965,-0.0022354033449300797,-0.0008631681743758744,73
1321,Mirs Bay,MM3,2016-01-15,1,Surface Water,1.4,0.04,2.9,101,7.8,1,1.0,0.05,0.01,0.01,7.9,0.7,31.8,3.5,0.44,11.0,18.9,0.09,0.83,0.89,0.03,1.0,0.0,1.7,2016-01-01,14 days,0.04592212130349689,0.04806082199177351,0.040513555853999954,0.02227476733116691,0.01967585625949705,0.018816003966495895,0.01698524006202182,0.01235665700336368,0.013022327910966892,-5.271581585212137e-07,-0.0006134309753495103,73
1391,Mirs Bay,MM4,2016-01-15,1,Surface Water,1.0,0.04,3.4,101,7.8,1,1.0,0.05,0.01,0.01,7.9,0.4,31.8,5.0,0.52,14.0,18.8,0.1,0.53,0.59,0.04,0.4,0.0,2.6,2016-01-01,14 days,0.03697146071143515,0.036367219201111106,0.030104660805356964,0.016337698322086147,0.013857503120088375,0.012155438467552914,0.012051884845998518,0.007953756840206282,0.008623974028903717,-0.0015253932331576426,-0.0011636706698791121,73
1118,Mirs Bay,MM17,2016-01-15,1,Surface Water,1.8,0.04,1.4,99,7.6,1,2.0,0.06,0.01,0.01,7.8,0.4,31.9,3.5,0.36,12.0,18.9,0.11,0.5,0.57,0.02,0.6,0.0,2.4,2016-01-01,14 days,0.031242093009823713,0.03210089048344366,0.026957466687876873,0.013404357504547286,0.01104391020318207,0.010691064679004695,0.010023425413875728,0.00635958509080099,0.006606747689130946,-0.002019197497908346,-0.001084069935537293,73
776,Mirs Bay,MM1,2016-01-15,1,Surface Water,1.7,0.06,11.0,110,8.5,2,3.0,0.03,0.01,0.01,8.0,2.3,31.5,2.5,0.37,17.0,19.1,0.09,0.94,0.98,0.03,1.9,0.0,3.9,2016-01-01,14 days,0.040740063559459215,0.04142763532477169,0.04238869930596915,0.02424437110377303,0.022686768087714963,0.022806025049195773,0.02417375580382576,0.02019900441790791,0.021225572320878655,0.0027209108506780016,0.0019794565967070216,73
1527,Mirs Bay,MM6,2016-01-15,1,Surface Water,3.2,0.04,8.9,113,8.7,1,1.0,0.01,0.0,0.01,7.8,0.4,31.6,3.0,0.33,16.0,18.8,0.05,0.5,0.51,0.02,0.8,0.0,3.8,2016-01-01,14 days,0.02585026157007636,0.026422569978305666,0.026808031181455298,0.012499600284352473,0.011291222987766638,0.01195762009911993,0.013060058064464967,0.008086971125856188,0.009662010157819208,-0.0013281850374414154,-0.0004668942487630568,73
1253,Mirs Bay,MM2,2016-01-15,1,Surface Water,2.2,0.05,7.8,111,8.5,1,1.0,0.01,0.0,0.01,8.0,0.6,31.6,3.0,0.33,15.0,19.1,0.06,0.65,0.66,0.02,1.2,0.0,3.1,2016-01-01,14 days,0.042006643130119495,0.045576977226624925,0.047525760438408615,0.023602760595473973,0.020287549957421016,0.01661570562087773,0.016708011435994166,0.011339409025297908,0.012574484313265365,-0.00047609341375104056,-0.0008801702465324628,73
1595,Mirs Bay,MM7,2016-01-15,1,Surface Water,1.6,0.06,28.0,109,8.4,1,1.0,0.01,0.0,0.01,8.0,1.5,31.7,3.0,0.57,18.0,19.1,0.06,0.51,0.52,0.04,0.8,0.0,3.5,2016-01-01,14 days,0.031104138910308807,0.03251105399631333,0.030677076121185393,0.014385255975666122,0.011825064693747202,0.01099898995220195,0.011170530020985838,0.007117630880829451,0.00800035144392649,-0.0021886416229210492,-0.001162718899696983,73
1459,Mirs Bay,MM5,2016-01-15,1,Surface Water,1.3,0.04,2.6,101,7.8,1,1.0,0.04,0.01,0.01,7.9,0.8,31.7,4.5,0.52,8.0,18.7,0.1,0.39,0.44,0.02,0.3,0.0,1.7,2016-01-01,14 days,0.030487208453408125,0.03129472864092551,0.025674643978481165,0.013349040712757571,0.01194339542426347,0.010378564947300911,0.0104885820723052,0.005383399087726919,0.007609359603850738,-0.0018211202473649086,-0.0010175013970844093,73
3447,Southern,SM2,2015-12-17,1,Surface Water,0.4,0.02,0.8,89,6.6,1,1.0,0.06,0.03,0.01,7.7,0.2,33.0,3.0,0.86,2.2,20.7,0.11,0.24,0.33,0.05,3.8,0.0,1.0,2016-01-01,15 days,0.03508789072459551,0.03516551636408695,0.028725586918896907,0.014063560088222928,0.012609117624276429,0.011174828993965966,0.011455340156657301,0.007375712522387673,0.008495144325444083,-0.0008441314078064873,-0.00149123191987362,73
3859,Southern,SM7,2015-12-17,1,Surface Water,0.5,0.02,1.0,91,6.7,1,1.0,0.05,0.03,0.01,7.7,0.5,33.1,2.0,0.92,8.2,20.8,0.1,0.54,0.62,0.04,6.4,0.0,1.7,2016-01-01,15 days,0.04621187144283101,0.05289807819590954,0.05292273940052893,0.022011190826021085,0.0161124012797986,0.011118306057804716,0.01055462417951849,0.006004169588172748,0.006301451908366977,-0.0012893882943993177,-0.00015914243313985222,73
2903,Southern,SM1,2015-12-17,1,Surface Water,0.5,0.02,1.7,92,6.9,1,2.0,0.06,0.03,0.01,7.7,0.2,33.0,2.5,0.85,2.9,20.4,0.1,0.53,0.61,0.04,4.2,0.0,1.0,2016-01-01,15 days,0.03925262464583537,0.040883539181689466,0.03372049867474691,0.019456051498602234,0.017079351462749665,0.017026233310036817,0.015432478406896523,0.011725275413197097,0.013154636569122996,0.0013363080313560456,0.00014275768279887994,73
3719,Southern,SM5,2015-12-17,1,Surface Water,0.2,0.02,0.7,92,6.8,1,1.0,0.07,0.02,0.01,7.7,0.5,33.0,2.5,0.91,4.4,20.8,0.12,0.47,0.56,0.03,5.6,0.0,1.5,2016-01-01,15 days,0.03812520439898502,0.041166830725339026,0.0356724678549021,0.013941906791217144,0.012422669702771286,0.01034669386383301,0.009618935993631625,0.00611373695072884,0.0073745745288664455,-0.0015465804837376013,-0.0006789735571286419,73
3311,Southern,SM18,2015-12-17,1,Surface Water,0.2,0.02,1.2,93,6.9,1,1.0,0.08,0.02,0.01,7.8,0.2,32.9,2.0,0.87,6.3,20.8,0.12,0.49,0.59,0.04,6.1,0.0,1.4,2016-01-01,15 days,0.036196391789511166,0.03936007779070025,0.031301556450270995,0.012370545195991576,0.009829539705691441,0.007950002563933828,0.0074639566388705015,0.003923122093608391,0.004596127073755979,-0.0017988988090214928,-0.0005993834430530685,73
3787,Southern,SM6,2015-12-17,1,Surface Water,0.2,0.02,1.1,92,6.8,1,1.0,0.07,0.02,0.01,7.7,0.2,33.0,2.4,0.85,6.4,20.8,0.11,0.59,0.68,0.04,5.7,0.0,1.4,2016-01-01,15 days,0.04558510673646607,0.055012952895527975,0.0535391351539336,0.020727161851317327,0.015867772681053195,0.009670178372994845,0.010158930706852282,0.006158093088144746,0.005422142365164265,-0.0016123012545659872,-0.0008381700485622241,73
3379,Southern,SM19,2015-12-17,1,Surface Water,0.4,0.02,0.7,92,6.8,1,1.0,0.06,0.03,0.01,7.8,0.9,33.0,3.2,0.83,3.2,20.7,0.1,0.53,0.62,0.1,4.5,0.0,1.0,2016-01-01,15 days,0.03831824149802124,0.0434646239145019,0.03626627968245099,0.01707247726735742,0.013157655257982523,0.010125808276584327,0.011182512545046559,0.005591493467385452,0.008411035601761433,0.00037536956200265873,0.0013022278888917293,73
3651,Southern,SM4,2015-12-17,1,Surface Water,0.4,0.02,1.1,89,6.6,1,1.0,0.07,0.02,0.01,7.7,0.2,33.1,2.3,0.95,2.4,20.9,0.11,0.52,0.62,0.04,4.8,0.0,0.5,2016-01-01,15 days,0.032095437560958735,0.03460373099588666,0.029764602623111796,0.01178798224869317,0.010469115753426383,0.010756049318106913,0.0122747609045547,0.007619806377537595,0.009858042377620257,-0.0014743051310741623,-0.0008154996923237233,73
2385,Port Shelter,PM3,2016-01-22,1,Surface Water,0.6,0.06,1.4,63,5.0,72,100.0,0.1,0.01,0.01,7.6,1.0,31.2,4.0,0.9,2.1,17.9,0.17,0.26,0.37,0.02,2.7,0.0,0.6,2016-01-01,21 days,0.026535084303445453,0.027757219383614695,0.023301331492280992,0.011563913580166781,0.010330037144043814,0.012627322990668712,0.012480787390175826,0.008896899786200096,0.01076044975200361,-0.001606260712491551,-0.0012833979160375088,73
2591,Port Shelter,PM7,2016-01-22,1,Surface Water,0.5,0.04,0.8,85,6.7,1,1.0,0.11,0.01,0.01,7.6,0.2,31.3,4.0,0.89,0.8,18.2,0.16,0.17,0.29,0.03,2.7,0.0,0.5,2016-01-01,21 days,0.02966764501915541,0.030535298492708793,0.024416364155930247,0.013958400302705168,0.012638035453963787,0.012194911132244442,0.011293920916645717,0.008372626909968057,0.008827231955066097,-0.001067432353582914,0.00023903639519782578,73
2453,Port Shelter,PM4,2016-01-22,1,Surface Water,0.6,0.05,2.0,89,7.1,3,6.0,0.08,0.01,0.01,7.6,0.3,31.2,4.0,0.88,1.4,17.7,0.14,0.14,0.23,0.02,2.8,0.0,0.5,2016-01-01,21 days,0.029868621123108778,0.03589932842389615,0.03551997995036732,0.012350938381685148,0.012280410338725137,0.017024884049823257,0.017718440565811396,0.013756376121348146,0.015417542760020277,-0.0006608864400473519,-0.0013779855224771138,73
2317,Port Shelter,PM2,2016-01-22,1,Surface Water,0.5,0.05,0.8,66,5.2,330,800.0,0.09,0.01,0.01,7.6,0.6,31.2,4.0,0.92,1.8,18.0,0.15,0.15,0.25,0.02,2.8,0.0,0.6,2016-01-01,21 days,0.026428923264743033,0.02959851234602984,0.029978746986150117,0.013851119009318407,0.012769597203477204,0.016240750816107673,0.01594936410063292,0.01196993125776005,0.013260296488313901,-0.0003588051468092032,-0.0011082943279863361,73
2179,Port Shelter,PM1,2016-01-22,1,Surface Water,0.4,0.05,1.4,70,5.5,9,28.0,0.08,0.01,0.01,7.6,0.2,31.2,5.0,0.9,1.5,17.9,0.14,0.09,0.18,0.02,2.7,0.0,0.6,2016-01-01,21 days,0.02912973267799247,0.03348812080031245,0.032210481662983556,0.0137789588377086,0.012037871670242908,0.015566030613547803,0.014905809057367596,0.011314123961834996,0.012539474510414777,-0.0010722063111436068,-0.0009595366123657952,73
2521,Port Shelter,PM6,2016-01-22,1,Surface Water,0.5,0.06,1.3,81,6.4,7,13.0,0.12,0.01,0.01,7.6,1.0,30.7,4.0,0.97,1.7,18.0,0.19,0.23,0.36,0.02,3.0,0.0,0.5,2016-01-01,21 days,0.02779783650365317,0.03040821905858167,0.027210213416571864,0.013023895250557043,0.012764527167982489,0.01671586784107673,0.018258959198890964,0.012981910639965096,0.014636248600942885,-0.00015983954711452954,-0.0018232339512726022,73
2663,Port Shelter,PM8,2016-01-22,1,Surface Water,0.5,0.04,1.1,88,6.9,1,1.0,0.11,0.01,0.01,7.6,0.2,31.4,3.0,0.86,1.4,18.2,0.17,0.17,0.29,0.02,2.9,0.0,0.5,2016-01-01,21 days,0.03295425053116503,0.03231953854444924,0.027309823468811934,0.014941936155362616,0.014074116937665162,0.013927026657930948,0.013936303585519838,0.008399906497659072,0.010311041076105415,-0.00036812006955399136,-0.00030495082999677044,73
2247,Port Shelter,PM11,2016-01-22,1,Surface Water,0.7,0.04,2.1,94,7.4,1,1.0,0.09,0.01,0.01,7.6,0.3,31.5,3.0,0.82,1.8,18.0,0.14,0.38,0.48,0.02,3.9,0.0,1.0,2016-01-01,21 days,0.032496188386689516,0.033058058065842624,0.026600939125788696,0.01660968637344438,0.015169692852964838,0.014767431886753042,0.014519569876318883,0.009426737503849734,0.01067213667194523,0.00022220362553244764,0.0006942795491496187,73
2731,Port Shelter,PM9,2016-01-22,1,Surface Water,0.7,0.04,2.3,88,6.9,1,1.0,0.1,0.01,0.01,7.6,0.5,31.4,4.0,0.83,2.3,17.8,0.15,0.17,0.28,0.02,2.8,0.0,0.8,2016-01-01,21 days,0.02978582648329484,0.030835178789554107,0.02578410612754903,0.01579870967294949,0.014499234873377885,0.014658522145555174,0.015367268802309214,0.009882125654306042,0.01143564034704121,-0.00019255549856800173,-0.0002754271092595015,73
843,Mirs Bay,MM13,2015-12-07,1,Surface Water,0.6,0.02,1.2,72,5.2,1,1.0,0.02,0.04,0.01,7.8,0.2,33.2,3.0,0.63,26.0,21.8,0.08,0.1,0.16,0.04,17.7,0.0,4.0,2016-01-01,25 days,0.04747125501298968,0.05778831289055361,0.05859864051211477,0.02276691763995558,0.016257183214455035,0.008544007129632585,0.00972888452270102,0.004234614690048321,0.006796255124729667,-0.00013736610225248443,0.0013280135137045512,73
1049,Mirs Bay,MM16,2015-12-07,1,Surface Water,0.1,0.02,1.1,89,6.4,1,1.0,0.01,0.04,0.01,7.6,0.2,33.3,3.0,0.63,30.0,22.4,0.07,0.14,0.19,0.06,6.4,0.0,5.0,2016-01-01,25 days,0.029219418883729524,0.03067654764600335,0.023400772784553846,0.014205451667271152,0.012017215189637583,0.010651127326513915,0.010880134846553372,0.006192231606623928,0.008006354912253063,-0.00034323813204298234,-0.00020214245292742307,73
910,Mirs Bay,MM14,2015-12-07,1,Surface Water,0.5,0.03,1.0,85,6.1,1,1.0,0.01,0.03,0.01,7.7,0.3,33.3,2.5,0.73,32.0,22.7,0.07,0.09,0.13,0.07,8.3,0.0,5.6,2016-01-01,25 days,0.04831640300477678,0.061816872609453836,0.06300405199439958,0.026116179297114916,0.01846232979495563,0.011431771233455165,0.011522423375493819,0.006712730021643896,0.009982788322856031,-0.00027064516520915416,0.000833089763492394,73
977,Mirs Bay,MM15,2015-12-07,1,Surface Water,0.6,0.02,0.9,80,5.7,1,1.0,0.01,0.04,0.01,7.7,0.2,33.4,2.7,0.66,23.0,22.4,0.07,0.07,0.12,0.04,29.2,0.0,3.6,2016-01-01,25 days,0.045254309715711045,0.05337766130382077,0.04702532427792587,0.02185978634326237,0.018376600389411232,0.013452727793894281,0.014702912492898568,0.008135303232002088,0.012480405309058907,0.0007354092613612225,0.0008990886283275623,73
1185,Mirs Bay,MM19,2015-12-07,1,Surface Water,0.1,0.02,1.1,69,4.9,1,1.0,0.01,0.03,0.01,7.8,0.2,33.2,2.5,0.59,15.0,22.7,0.07,0.05,0.09,0.04,4.6,0.0,2.7,2016-01-01,25 days,0.040988635108352996,0.041548853223680716,0.034895235224959624,0.019483471720530072,0.017342265877072077,0.015467822416041561,0.015031659057307205,0.010188337828512516,0.011616277669207014,0.0008280623278802063,0.0010327759103280932,73
1664,Mirs Bay,MM8,2015-12-07,1,Surface Water,0.6,0.02,1.6,85,6.0,1,1.0,0.01,0.04,0.01,7.8,0.2,33.2,2.5,0.56,23.0,22.5,0.07,0.11,0.16,0.06,5.9,0.0,3.4,2016-01-01,25 days,0.03708988276407361,0.04297517342917279,0.03731886058170076,0.015934665236817396,0.013273751331222022,0.009479091199767368,0.01052022804113379,0.006143980061728103,0.006920882148665867,0.00021608726970783862,0.0008626957226936142,73
503,Eastern Buffer,EM3,2016-06-01,1,Surface Water,1.4,0.05,8.3,79,5.3,20,140.0,0.12,0.02,0.0,7.8,3.4,30.3,3.0,0.43,2.6,27.5,0.19,0.41,0.55,0.06,0.8,0.0,1.4,2016-05-30,2 days,0.07837425475336572,0.07711582946217255,0.08321921170180631,0.06907119915927012,0.06513104439979076,0.06896996730202898,0.07118260754405804,0.05964209866877304,0.07186882809333076,0.06659813210741558,0.05610149012090239,31
3317,Southern,SM18,2016-06-02,1,Surface Water,2.1,0.05,18.0,122,8.3,1,1.0,0.39,0.03,0.0,8.4,5.2,21.8,3.0,1.8,4.5,29.0,0.47,0.18,0.6,0.13,3.0,0.01,2.0,2016-05-30,3 days,0.05689372281454948,0.06129311799163729,0.07318174185529948,0.07013426051471437,0.0689842533603318,0.06667759714041674,0.06895835754602023,0.058354865195487424,0.07184707388972933,0.06905444914976559,0.05819282418526442,31
3657,Southern,SM4,2016-06-02,1,Surface Water,1.2,0.05,9.3,98,6.6,1,5.0,0.31,0.02,0.0,8.1,2.8,25.6,4.0,1.2,3.8,28.4,0.38,0.12,0.45,0.1,1.5,0.0,1.6,2016-05-30,3 days,0.08613448378516933,0.10277910448117773,0.11594863940174045,0.11345594244266655,0.10335548194892871,0.10887670567004258,0.11285008737949329,0.10287531137605231,0.11727224668434395,0.10786088836811472,0.08225485521446167,31
3385,Southern,SM19,2016-06-02,1,Surface Water,2.1,0.04,15.0,126,8.6,1,1.0,0.36,0.02,0.0,8.3,4.2,22.8,3.5,1.5,3.3,29.0,0.43,0.13,0.51,0.14,2.2,0.01,1.6,2016-05-30,3 days,0.057213725663836944,0.0639241732483497,0.07625828735550422,0.06898302203987079,0.06367314256766173,0.06560206158963942,0.06652107482000251,0.0646983291461533,0.0651617157201763,0.07041781395427961,0.05214084287563138,31
