,WQ,nvar,var,random_state,r2,rmse,mae,smape,r2_test,rmse_test,mae_test,smape_test
0,SS,11,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3', 'NR_B12B5', 'NR_B12B7', 'NR_B12B6', 'TB_B4B5B6', 'NR_B12B8A', 'NR_B12B3', 'NR_B12B2']",1,0.11479047685861588,0.6628408492370651,0.5639913367947808,1.9736781309291436,0.18822349607944489,0.47424614934460735,0.41028171037110606,2.0
1,SS,11,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3', 'B2_2', 'B3', 'B1_2', 'LH_B5B6B7', 'B2', 'LH_B2B3B4']",1,0.1865701824426651,0.5764019885100079,0.48769051498171556,2.0,1.9709559679031372,1.32065152457908,0.7983126752394638,1.9937680010997565
2,SS,11,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B5', 'B4_2', 'B4', 'B3_2', 'B3', 'B3_3']",1,0.4081208109855652,0.738490144938185,0.5341763769064832,1.8147128274285407,0.37174975872039795,0.6091254836687517,0.420031210979998,1.3054940385774343
3,SS,11,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2', 'B5_3', 'B3', 'B3_3', 'B4', 'B4_2', 'B5', 'LH_B2B3B4']",1,0.4451116919517517,0.7032335074183164,0.5452427874416395,1.715141553192756,0.8045297265052795,0.8996788283584776,0.5912487405893242,1.769819414361421
4,SS,11,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B4_2', 'B4_3', 'B5', 'B4', 'B3_2', 'B3_3', 'B3']",1,0.4115704298019409,0.6814458714824893,0.5224349265083792,1.7018683129278358,1.0259793996810913,1.009194309526207,0.8955749201102803,1.9214743318778487
0,SS,12,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3', 'NR_B12B5', 'NR_B12B7', 'NR_B12B6', 'TB_B4B5B6', 'NR_B12B8A', 'NR_B12B3', 'NR_B12B2', 'LH_B2B3B4']",1,0.10293921083211899,0.6627732403490886,0.5638834422221146,1.9600872088724062,0.16135965287685394,0.47468343864286516,0.410554856864056,2.0
1,SS,12,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3', 'B2_2', 'B3', 'B1_2', 'LH_B5B6B7', 'B2', 'LH_B2B3B4', 'B1']",1,0.17019672691822052,0.5764019885100079,0.48769051498171556,2.0,2.077070713043213,1.332598445246087,0.8023497259276295,2.0
2,SS,12,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B5', 'B4_2', 'B4', 'B3_2', 'B3', 'B3_3', 'B4_3']",1,0.4736670255661011,0.7820488055745498,0.5448332216238407,1.792850427418735,0.5073080062866211,0.7138243651479454,0.4718909268430805,1.2593317042366803
3,SS,12,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2', 'B5_3', 'B3', 'B3_3', 'B4', 'B4_2', 'B5', 'LH_B2B3B4', 'B4_3']",1,0.4614505171775818,0.7156598103203903,0.554709235262112,1.7132344328141857,0.7805609107017517,0.8894377566093856,0.5888832381236184,1.7810771588869208
4,SS,12,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B4_2', 'B4_3', 'B5', 'B4', 'B3_2', 'B3_3', 'B3', 'LH_B7B8AB11']",1,0.4153206944465637,0.6852834877740587,0.5320234632514818,1.705115524929089,0.8911138772964478,0.9680503794118768,0.8697945299041242,1.9113674051520024
0,Tur,4,"['LH_B2B3B4', 'NR_B3B7', 'NR_B2B7', 'NR_B3B6']",1,0.09978456795215607,0.5370170616626792,0.45992195130258534,1.8741625406529154,0.6959866881370544,0.8113729649967685,0.4866879121515167,1.9356322133841088
1,Tur,4,"['B3_3', 'B2_3', 'B1_3', 'LH_B4B5B6']",1,0.4125998914241791,0.6845567630670126,0.46565994381352666,2.0,2.456592559814453,1.593734585980406,0.8891606968681764,1.9817722835425866
2,Tur,4,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2']",1,0.5642861127853394,0.8121087980396168,0.6007277173466815,1.836990499290269,0.9438398480415344,0.986336744105065,0.7012088338019213,1.8174456192373405
