,WQ,nvar,var,random_state,best_layer,best_alpha,best_score,r2,adjusted_r2,corr_model,rmse,mae,smape,r2_test,corr_test,rmse_test,mae_test,smape_test
1,SS,9,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3', 'B2_2', 'B3', 'B1_2', 'LH_B5B6B7']",1,8,1e-06,0.09451858211872735,0.1954620191622939,0.12841718742581842,0.37539728175698184,0.5749878843189202,0.4847535096827139,1.9233388703400196,-0.394102117529062,0.5505908683068016,1.301010815774792,0.784918873010341,1.9333322257143557
2,SS,9,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B5', 'B4_2', 'B4', 'B3_2']",1,2,1e-06,-0.3919831809621016,0.2510545614244192,0.21069223239938795,0.4888467271471232,0.8301024249587083,0.5772281991223517,1.792437368818267,0.06544020045708099,0.21973599718892092,0.8373995152855976,0.5655084229375388,1.500487192123466
3,SS,9,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2', 'B5_3', 'B3', 'B3_3', 'B4', 'B4_2']",1,5,1e-06,-0.47725942228077933,0.21499554042198288,0.1837343008812654,0.5623744170992383,0.8195297867191338,0.5527305084070246,1.72339438761576,0.16020237874310805,0.6305411002415059,1.1781537559464992,0.6183880407875285,1.795352255727273
4,SS,9,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B4_2', 'B4_3', 'B5', 'B4', 'B3_2']",1,5,1e-06,-0.32769685936751297,0.22109290039460905,0.1964958340912809,0.5598514270175039,0.8910367619740118,0.5688142150460127,1.702869483749298,0.12106340318094944,0.617889352457927,0.9764797690985713,0.8477767776157543,1.8856319843520801
0,SS,10,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3', 'NR_B12B5', 'NR_B12B7', 'NR_B12B6', 'TB_B4B5B6', 'NR_B12B8A', 'NR_B12B3']",1,5,1e-06,-2.6391627738064067,0.03042814068408084,-0.17156599667340244,,0.6630654037805909,0.5651570898789013,2.0,-0.7836520559935969,,0.4741548006989537,0.41022394008452984,2.0
1,SS,10,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3', 'B2_2', 'B3', 'B1_2', 'LH_B5B6B7', 'B2']",1,2,1e-06,0.03015125680896715,0.14215526662928102,0.06198286164136346,0.39771278741294686,0.5751403382552361,0.486830546246026,1.9362710588980172,-0.44036946827657686,0.30904242616394284,1.31877805947796,0.7905379737717618,1.9342368937278034
2,SS,10,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B5', 'B4_2', 'B4', 'B3_2', 'B3']",1,2,1e-06,-0.4105365896346428,0.581831313183407,0.5566404284354194,0.8357879877727312,0.6850151200165592,0.4980380936208444,1.6192013932488618,-0.31757315995224467,0.3543500098296132,0.988621257155569,0.8674376534457635,1.4309575800041012
3,SS,10,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2', 'B5_3', 'B3', 'B3_3', 'B4', 'B4_2', 'B5']",1,10,0.09999999999999999,-0.5649228325987311,0.26095509869295686,0.22810865863486607,0.5861039286815227,0.7930353543230774,0.5574591478531117,1.7018129306421041,0.18000202967314272,0.563517429878278,1.1552261483057968,0.6265767472533905,1.684050959907109
4,SS,10,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B4_2', 'B4_3', 'B5', 'B4', 'B3_2', 'B3_3']",1,10,1e-06,-0.18988966516272177,0.30684311133860975,0.28243617863926507,0.6071419006747385,0.8416452599334043,0.5784373835289777,1.6820525213134598,0.11127368759667844,0.5847145419141448,0.9696775359266,0.8637807906625079,1.8643223821750192
0,SS,11,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3', 'NR_B12B5', 'NR_B12B7', 'NR_B12B6', 'TB_B4B5B6', 'NR_B12B8A', 'NR_B12B3', 'NR_B12B2']",1,4,1e-06,-1.8049238200652469,0.1352187850998825,-0.0671768183873791,,0.6630654037805909,0.5651570898789013,2.0,-0.8012298550590373,,0.4741548006989537,0.41022394008452984,2.0
1,SS,11,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3', 'B2_2', 'B3', 'B1_2', 'LH_B5B6B7', 'B2', 'LH_B2B3B4']",1,6,0.09999999999999999,0.012147379980475015,0.20905682814026616,0.12697781973972777,0.29055130403594176,0.5753471514175023,0.4869675898787234,1.9716947344336733,-0.5743273746273496,0.020711001828166917,1.3314141749870403,0.800252281317343,1.9830912409132133
2,SS,11,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B5', 'B4_2', 'B4', 'B3_2', 'B3', 'B3_3']",1,10,1e-06,-0.2714318837098725,0.585794305949703,0.5581805930130166,0.7933636832200894,0.6755996052806801,0.5161188791299296,1.6305594092730555,0.03452383346207799,0.4514080637092558,0.8482364527260956,0.70987486951331,1.3743792489931228
3,SS,11,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2', 'B5_3', 'B3', 'B3_3', 'B4', 'B4_2', 'B5', 'LH_B2B3B4']",1,4,1e-06,-0.4782565805770533,0.2015353328894921,0.16232501441531533,0.5074417908886362,0.8285773643502127,0.5631657569567434,1.6777618018987202,0.12820989562288232,0.5076668455003657,1.2002740744089024,0.6383939135214544,1.7773728177878185
4,SS,11,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B4_2', 'B4_3', 'B5', 'B4', 'B3_2', 'B3_3', 'B3']",1,5,1e-06,-0.32345623911886745,0.23924661874681763,0.20967669933414979,0.544315186994397,0.884296471149039,0.582012250754319,1.6860306782984256,0.08543494683899489,0.5374218208186653,0.9963851970094288,0.8744474121966211,1.8630548189953284
0,SS,12,"['Image_Year', 'LH_B7B8AB11', 'NR_B12B4', 'TB_B1B2B3', 'NR_B12B5', 'NR_B12B7', 'NR_B12B6', 'TB_B4B5B6', 'NR_B12B8A', 'NR_B12B3', 'NR_B12B2', 'LH_B2B3B4']",1,2,1e-06,-1.8769804650369963,0.28383385264906424,0.0970079011662115,,0.6630654037805909,0.5651570898789013,2.0,-1.1546569596694662,,0.4741548006989537,0.41022394008452984,2.0
1,SS,12,"['B3_2', 'Image_Year', 'B3_3', 'B2_3', 'B1_3', 'B2_2', 'B3', 'B1_2', 'LH_B5B6B7', 'B2', 'LH_B2B3B4', 'B1']",1,8,1e-06,0.06872600485017435,0.19383166147902542,0.10169813707662834,0.39951782625528487,0.5766934445247884,0.48692278052592997,1.9052060350107756,-0.41273146265445493,0.40241362634970984,1.2963261910811092,0.7749821127224256,1.8785250600009642
2,SS,12,"['LH_B5B6B7', 'Image_Year', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B5', 'B4_2', 'B4', 'B3_2', 'B3', 'B3_3', 'B4_3']",1,2,1e-06,-0.43497517590168633,0.4523044821482951,0.4122292003542679,0.7795185030904559,0.7472285309169149,0.5305947375167576,1.6992374602051017,0.11219985809184185,0.3818843423666657,0.8224232003439931,0.6396695834526367,1.374999696076998
3,SS,12,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B3_2', 'B5_3', 'B3', 'B3_3', 'B4', 'B4_2', 'B5', 'LH_B2B3B4', 'B4_3']",1,"(6, 6)",1e-06,-0.4659227017781049,0.007340856628202608,-0.04607577888956227,0.404078766298916,0.8941137410608612,0.5724391392184047,1.8691065429395353,-0.003521641313221746,0.27630189618602946,1.2841635107221179,0.6446146028480596,1.9057344034175256
4,SS,12,"['LH_B5B6B7', 'LH_B4B5B6', 'B5_2', 'B5_3', 'B4_2', 'B4_3', 'B5', 'B4', 'B3_2', 'B3_3', 'B3', 'LH_B7B8AB11']",1,2,1e-06,-0.33004813707156594,0.19661782362943592,0.16243134803919912,0.5125863046250264,0.9053066823370586,0.5729973364692382,1.753423906964364,0.11780661368384049,0.5584114859119004,0.9909543158001961,0.8571155444769898,1.8987400844653783
0,Tur,4,"['LH_B2B3B4', 'NR_B3B7', 'NR_B2B7', 'NR_B3B6']",1,"(10, 10)",0.09999999999999999,-1.06113659861857,0.021544415904973024,-0.05093377550947342,,0.5409059809302756,0.4697312375901761,2.0,-0.22239665952604715,,0.8029051273440894,0.4615886500368771,2.0
1,Tur,4,"['B3_3', 'B2_3', 'B1_3', 'LH_B4B5B6']",1,4,0.09999999999999999,-0.07427565319120781,0.12952366082371247,0.0987103390829589,0.4575355897780728,0.6734277845548087,0.4687849472271319,1.9708977121957474,0.08095739944527647,0.759877221652051,1.6164009446234964,0.893738104183298,1.9177518366574144
2,Tur,4,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2']",1,10,1e-06,0.010548452256169249,0.33389552104178244,0.3184047192055448,0.7030074360253553,0.9498749024230179,0.6040235180836123,1.8382395786117605,0.2685667367895117,0.39324905174598807,0.7920565503409538,0.5846301032857932,1.7796828195567067
3,Tur,4,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2']",1,5,0.09999999999999999,0.009707033316061953,0.24771910625481008,0.23469259727220937,0.5936550870653116,0.9550295959691072,0.6075755185390224,1.8322762531506565,0.2345880480743433,0.6011981556664465,1.0231924407174742,0.604768369586533,1.7005148106560337
4,Tur,4,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2']",1,4,0.09999999999999999,0.0519736665584265,0.31989230543029257,0.31051150964312424,0.5985781630597905,0.9280477211441797,0.6257381579247627,1.7703505053539421,-0.17300807848805255,0.5978083025752541,0.4570999832418173,0.3633123148840919,1.8306929743587699
0,Tur,5,"['LH_B2B3B4', 'NR_B3B7', 'NR_B2B7', 'NR_B3B6', 'NR_B1B7']",1,"(5, 5)",1e-06,-0.8277293945608649,0.0006981804843492201,-0.09357557607373113,,0.5409059809302756,0.4697312375901761,2.0,-0.20622339715408144,,0.8029051273440894,0.4615886500368771,2.0
1,Tur,5,"['B3_3', 'B2_3', 'B1_3', 'LH_B4B5B6', 'LH_B5B6B7']",1,5,1e-06,-0.096586935219844,-0.021714780635649467,-0.06732704762831232,,0.6845567630670126,0.46565994381352666,2.0,-0.0591502173675571,,1.6621302542290126,0.9094517585928229,2.0
2,Tur,5,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'B3_3']",1,"(4, 4)",0.09999999999999999,-0.1777652366802338,-0.0243416288669962,-0.05429313848299011,,1.110542345845034,0.6135905487399587,2.0,-0.11418056800641718,,0.8510267864167527,0.5933858696655443,2.0
3,Tur,5,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4']",1,4,0.09999999999999999,-0.03835420271570718,0.04775925670047665,0.02705837097657393,0.29636057491956336,1.0484119654593802,0.6070235160634494,1.9965480384043526,-0.10495548852833037,0.0981290391727963,1.173776098698469,0.6724196161363627,1.989581985481903
4,Tur,5,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4']",1,6,1e-06,0.05485127867265087,0.14808003167927553,0.1333409318813391,0.5752712656000912,1.018887815737938,0.6124856878668663,1.787245607654343,0.2674635363286101,0.5876773423655369,0.39325806915727757,0.2867871255461907,1.7617700434337342
0,Tur,6,"['LH_B2B3B4', 'NR_B3B7', 'NR_B2B7', 'NR_B3B6', 'NR_B1B7', 'NR_B3B8A']",1,2,0.09999999999999999,-0.9854428202656755,0.2760912021234321,0.19256326390690504,,0.5409059809302756,0.4697312375901761,2.0,-0.18532506386120273,,0.8029051273440894,0.4615886500368771,2.0
1,Tur,6,"['B3_3', 'B2_3', 'B1_3', 'LH_B4B5B6', 'LH_B5B6B7', 'B3_2']",1,5,1e-06,-0.04740267316161213,0.11325366308117313,0.0653214286531284,0.5079329065355926,0.6782369386599466,0.46578340790184714,1.9863369160474966,0.050907667353696784,0.7439822549770506,1.6382689690042043,0.902368327643002,1.9925109336502642
2,Tur,6,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'B3_3', 'LH_B2B3B4']",1,6,1e-06,-0.060657815308143626,0.2938045706188206,0.268880026052426,0.7034790667527322,0.9778143256760098,0.6132291329792805,1.8120087347212002,0.26405588220116916,0.372501607402277,0.7996789892563184,0.5948155389390334,1.756778998697401
3,Tur,6,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3']",1,6,1e-06,-0.05769727667461129,0.10046928727952031,0.07690079698990082,0.5885395154194959,1.0266527202341351,0.6032446697009874,1.954215268771802,0.036865142157436415,0.5663182916882388,1.1352860463004735,0.6573360993003926,1.9537029626995954
4,Tur,6,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3']",1,10,1e-06,0.05342262055614433,0.33971354228031436,0.32595757441115425,0.6141764144609225,0.9212704172073541,0.6241982826151716,1.7466587579459179,-0.17236002883649237,0.6063036085943752,0.452962715885148,0.358223039895501,1.8249832935025156
0,Tur,7,"['LH_B2B3B4', 'NR_B3B7', 'NR_B2B7', 'NR_B3B6', 'NR_B1B7', 'NR_B3B8A', 'NR_B1B6']",1,6,1e-06,-0.7980108347423256,0.3721003044203993,0.28591799326241485,,0.5409059809302756,0.4697312375901761,2.0,-0.1727173704041418,,0.8029051273440894,0.4615886500368771,2.0
1,Tur,7,"['B3_3', 'B2_3', 'B1_3', 'LH_B4B5B6', 'LH_B5B6B7', 'B3_2', 'B2_2']",1,6,1e-06,-0.10583485756229397,0.09695692110592158,0.039490543358116637,0.5200384085758496,0.6808565668343697,0.4656996654516971,1.9936682352494581,0.002640495059453296,,1.6621302542290126,0.9094517585928229,2.0
2,Tur,7,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'B3_3', 'LH_B2B3B4', 'B3_2']",1,5,1e-06,-0.2159617054366024,0.3231377848830509,0.29510207183086956,0.6904425085432883,0.9596906027187797,0.6124785740055986,1.8281909485703995,0.28169425597821574,0.40394085753681375,0.7899754713760683,0.5919244637444561,1.7637505771200446
3,Tur,7,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2']",1,5,0.09999999999999999,0.010518145326619122,0.10267395251138123,0.07512446859725697,0.6172712675429918,0.9984459149540919,0.6172835557028851,1.7537008473149827,0.1237709383926987,0.6438643037806746,1.075279569085569,0.6502882537386755,1.6623544262263028
4,Tur,7,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2']",1,6,0.01,0.06944263282927725,0.30950633154933493,0.2926650225627334,0.6094280870736324,0.9388270129279458,0.6232344081582739,1.7546112333158146,-0.06391763800406691,0.5969995058449701,0.42817926091865177,0.3468005855809755,1.820350948832552
0,Tur,8,"['LH_B2B3B4', 'NR_B3B7', 'NR_B2B7', 'NR_B3B6', 'NR_B1B7', 'NR_B3B8A', 'NR_B1B6', 'NR_B1B8A']",1,5,1e-06,-0.23378403839524625,0.0888788924580225,-0.0569004847486938,,0.5409059809302756,0.4697312375901761,2.0,-0.29642951964715936,,0.8029051273440894,0.4615886500368771,2.0
1,Tur,8,"['B3_3', 'B2_3', 'B1_3', 'LH_B4B5B6', 'LH_B5B6B7', 'B3_2', 'B2_2', 'B1_2']",1,10,1e-06,0.034091764245675324,0.11584116166983427,0.05094876986578534,0.5009710879342208,0.6768004922061618,0.4659872871810018,1.9902575649381486,0.0227251611919842,0.7374264701441282,1.6523546185530458,0.907399500831634,1.9975628605159779
2,Tur,8,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'B3_3', 'LH_B2B3B4', 'B3_2', 'B4_3']",1,"(4, 4)",1e-06,-0.061390936530704196,0.005292876494554899,-0.04207412938665667,,1.110542345845034,0.6135905487399587,2.0,-0.015094810171397022,,0.8510267864167527,0.5933858696655443,2.0
3,Tur,8,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2', 'B4_2']",1,10,1e-06,-0.003865868908920822,0.3022662683101903,0.27767653327266395,0.5921594124702028,0.9237517333509262,0.62437207629519,1.809492124320281,0.26474790929266656,0.5324006009545587,1.0054850997250901,0.6143021532662587,1.7142594036213403
4,Tur,8,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2', 'B4_2']",1,8,0.09999999999999999,0.0469325403004794,0.33438667522679943,0.3157681206876889,0.6222115448839506,0.922770391129685,0.6222302776715275,1.7488618209767661,-0.11145525612934959,0.6152988381841372,0.4322673637339789,0.3486168478638807,1.8219320305306743
0,Tur,9,"['LH_B2B3B4', 'NR_B3B7', 'NR_B2B7', 'NR_B3B6', 'NR_B1B7', 'NR_B3B8A', 'NR_B1B6', 'NR_B1B8A', 'NR_B2B6']",1,6,0.01,-0.9942510367837765,0.27198599213131125,0.13826913354318482,,0.5409059809302756,0.4697312375901761,2.0,-0.1903209031695947,,0.8029051273440894,0.4615886500368771,2.0
1,Tur,9,"['B3_3', 'B2_3', 'B1_3', 'LH_B4B5B6', 'LH_B5B6B7', 'B3_2', 'B2_2', 'B1_2', 'B1']",1,6,1e-06,-0.06847440732517818,0.0030879239930946545,-0.07998808234081412,,0.6845567630670126,0.46565994381352666,2.0,0.0009901726290829638,0.49094587696032227,1.658762242902902,0.908566951166839,1.999446889820585
2,Tur,9,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'B3_3', 'LH_B2B3B4', 'B3_2', 'B4_3', 'B4_2']",1,5,1e-06,-0.05230862649652277,0.019504332704627814,-0.03333675116158985,,1.110542345845034,0.6135905487399587,2.0,-0.058255895315256545,,0.8510267864167527,0.5933858696655443,2.0
3,Tur,9,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2', 'B4_2', 'B4_3']",1,4,0.09999999999999999,-0.006883119564113938,0.17629608825832277,0.14349372009161887,0.5203265412260312,0.9853600778450455,0.6223062207781966,1.81764252176284,0.1444408363380748,0.4856212128395599,1.0778041128018645,0.6313598253294302,1.7135010498808245
4,Tur,9,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2', 'B4_2', 'B4_3']",1,8,1e-06,0.09383128681196004,0.2487622159345001,0.22503891749032634,0.5864563252188398,0.9657170723769595,0.6145949866833724,1.7844204755371396,0.2644477744764735,0.5792385261549078,0.3990450946896894,0.3062350222200914,1.7707954029621338
0,Tur,10,"['LH_B2B3B4', 'NR_B3B7', 'NR_B2B7', 'NR_B3B6', 'NR_B1B7', 'NR_B3B8A', 'NR_B1B6', 'NR_B1B8A', 'NR_B2B6', 'NR_B2B8A']",1,"(8, 8)",0.09999999999999999,-1.0752348131032012,0.01834443210828096,-0.18616714453582728,,0.5409059809302756,0.4697312375901761,2.0,-0.22081555326893376,,0.8029051273440894,0.4615886500368771,2.0
1,Tur,10,"['B3_3', 'B2_3', 'B1_3', 'LH_B4B5B6', 'LH_B5B6B7', 'B3_2', 'B2_2', 'B1_2', 'B1', 'NR_B11B3']",1,"(8, 8)",0.09999999999999999,-0.07962371958002587,-0.008522499687849905,-0.10277693891101336,,0.6845567630670126,0.46565994381352666,2.0,-0.057602682368033786,,1.6621302542290126,0.9094517585928229,2.0
2,Tur,10,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'B3_3', 'LH_B2B3B4', 'B3_2', 'B4_3', 'B4_2', 'B3']",1,5,0.09999999999999999,-0.01782826907793116,0.26456473613162124,0.22026140698292374,0.6451850110246248,0.9944191186101926,0.6250467053827762,1.844688196228279,0.24603154859849852,0.32306407414723065,0.8128694665890622,0.5998479253257792,1.7519764733299414
3,Tur,10,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2', 'B4_2', 'B4_3', 'B3']",1,5,0.09999999999999999,-0.03888536479198461,0.004533503274501749,-0.03970945213552035,,1.0516843035036465,0.608539378971355,2.0,-0.12444541160347944,,1.1754439416998093,0.674801348636286,2.0
4,Tur,10,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2', 'B4_2', 'B4_3', 'B3']",1,2,0.09999999999999999,0.03202223653454075,0.2552437368413383,0.2290199247582868,0.5379857511035703,0.9717689065026593,0.63682680287472,1.7771803940996607,-0.002666110180185699,0.5290207800887041,0.43848744807371043,0.3511560726387622,1.8261832672517502
0,Tur,11,"['LH_B2B3B4', 'NR_B3B7', 'NR_B2B7', 'NR_B3B6', 'NR_B1B7', 'NR_B3B8A', 'NR_B1B6', 'NR_B1B8A', 'NR_B2B6', 'NR_B2B8A', 'Image_Year']",1,5,1e-06,-0.17286372995085808,-0.03993684009641196,-0.28332631331046576,,0.5409059809302756,0.4697312375901761,2.0,-0.30145532075358794,,0.8029051273440894,0.4615886500368771,2.0
1,Tur,11,"['B3_3', 'B2_3', 'B1_3', 'LH_B4B5B6', 'LH_B5B6B7', 'B3_2', 'B2_2', 'B1_2', 'B1', 'NR_B11B3', 'B3']",1,5,1e-06,-0.07083399175455807,-0.04854464479130427,-0.1573558815149303,,0.6845567630670126,0.46565994381352666,2.0,-0.04254169638679284,,1.6621302542290126,0.9094517585928229,2.0
2,Tur,11,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'B3_3', 'LH_B2B3B4', 'B3_2', 'B4_3', 'B4_2', 'B3', 'B5']",1,4,0.09999999999999999,-0.12077471652076369,0.220211638749369,0.168225747999327,0.5829208111037566,1.0119179657813633,0.6405038748661818,1.848654095701814,0.3690579588043408,0.5761408357774948,0.7534863103539964,0.5865082065419437,1.6538849756093592
3,Tur,11,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2', 'B4_2', 'B4_3', 'B3', 'B5']",1,2,0.09999999999999999,-0.05672521474917549,0.18387094047062724,0.14379317415445259,0.5613924507237232,0.9853704854467147,0.6144461947436184,1.8094561775088107,0.1558872181964971,0.5183234160582936,1.0728572184103486,0.6311959237768231,1.7234868827129934
4,Tur,11,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2', 'B4_2', 'B4_3', 'B3', 'B5']",1,2,1e-06,0.03954045959196395,0.238708312717701,0.20911746974913115,0.5533968877076514,0.9766225505929974,0.6402233450064512,1.7496004068262048,0.06257194292180646,0.5260470030512927,0.4263665747148592,0.33832302672894243,1.8065488980038205
0,Tur,12,"['LH_B2B3B4', 'NR_B3B7', 'NR_B2B7', 'NR_B3B6', 'NR_B1B7', 'NR_B3B8A', 'NR_B1B6', 'NR_B1B8A', 'NR_B2B6', 'NR_B2B8A', 'Image_Year', 'NR_B1B11']",1,5,1e-06,-0.7486489281865382,0.5121195066727587,0.38484633450043493,0.3163403381315919,0.5405831842359714,0.4684932915746141,1.9630094646405474,-0.14208643134371624,-0.07417167355506317,0.8032331901279447,0.46212891930195615,2.0
1,Tur,12,"['B3_3', 'B2_3', 'B1_3', 'LH_B4B5B6', 'LH_B5B6B7', 'B3_2', 'B2_2', 'B1_2', 'B1', 'NR_B11B3', 'B3', 'LH_B2B3B4']",1,8,0.09999999999999999,-0.028357110170905364,0.19200949613210394,0.09966772426148729,0.4819567583506344,0.657106614193907,0.48356015035642835,1.913390777165777,0.11676693881818823,0.6798161318056296,1.597014252610056,0.886996148251396,1.8658171556205978
2,Tur,12,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'B3_3', 'LH_B2B3B4', 'B3_2', 'B4_3', 'B4_2', 'B3', 'B5', 'B4']",1,"(6, 6)",1e-06,-0.07236140292366008,0.007004875903842134,-0.06565330390807178,,1.110542345845034,0.6135905487399587,2.0,-0.013521212051245124,,0.8510267864167527,0.5933858696655443,2.0
3,Tur,12,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2', 'B4_2', 'B4_3', 'B3', 'B5', 'B4']",1,4,0.09999999999999999,-0.009946480622116782,0.19146707171172028,0.1479585733284945,0.5439905208267215,0.9836201472616819,0.6135887978929545,1.8401471019738893,0.12643010022649415,0.483061010860387,1.0870877929643545,0.6335442877072256,1.7549013363063306
4,Tur,12,"['LH_B4B5B6', 'LH_B5B6B7', 'B5_3', 'B5_2', 'LH_B2B3B4', 'B3_3', 'B3_2', 'B4_2', 'B4_3', 'B3', 'B5', 'B4']",1,10,1e-06,0.03382349891974605,0.17819062057437207,0.14322000868391982,0.5652462666299768,0.9981879517165266,0.6160574149431837,1.776307667324652,0.2260330495037014,0.5689137603048878,0.39413722887347563,0.2934670455174666,1.7681584576927027
